thread_index,comment_index,author,reactor,reaction
700,3051,430.0,229.0,Gas
700,3053,367.0,168.0,Like
700,3053,367.0,233.0,Like
700,3053,367.0,101.0,Like
700,3053,367.0,328.0,Like
700,3058,430.0,233.0,Gas
700,3058,430.0,328.0,Gas
700,3058,430.0,101.0,Gas
700,3070,233.0,229.0,Like
700,3071,233.0,229.0,Like
700,3094,299.0,233.0,Like
700,3094,299.0,328.0,Like
700,3109,328.0,367.0,Like
700,3109,328.0,138.0,Like
700,3112,328.0,168.0,Like
700,3112,328.0,367.0,Like
700,3112,328.0,233.0,Like
700,3112,328.0,138.0,Like
701,3005,273.0,299.0,Like
701,3005,273.0,1.0,Like
701,3005,273.0,229.0,Like
701,3006,101.0,1.0,Like
701,3006,101.0,273.0,Like
701,3020,233.0,299.0,Like
701,3020,233.0,168.0,Like
701,3020,233.0,229.0,Like
701,3020,233.0,101.0,Like
701,3027,273.0,299.0,Like
701,3027,273.0,101.0,Like
701,3027,273.0,328.0,Like
701,3027,273.0,233.0,Like
704,3065,401.0,1.0,Like
704,3072,126.0,410.0,Like
704,3072,126.0,328.0,Like
704,3072,126.0,229.0,Like
704,3072,126.0,101.0,Like
704,3072,126.0,168.0,Like
706,3074,423.0,244.0,Like
706,3074,423.0,232.0,Like
706,3074,423.0,199.0,Hitler Approves
706,3074,423.0,229.0,Like
706,3074,423.0,101.0,Like
706,3074,423.0,126.0,Like
706,3074,423.0,328.0,Like
706,3074,423.0,410.0,Like
707,3083,232.0,485.0,Like
707,3083,232.0,126.0,Mason +1
707,3083,232.0,290.0,Like
707,3083,232.0,328.0,Like
707,3083,232.0,229.0,Like
707,3108,1.0,362.0,Like
707,3108,1.0,367.0,Like
707,3114,367.0,588.0,Like
707,3114,367.0,290.0,Like
707,3114,367.0,362.0,Like
707,3154,290.0,232.0,Like
707,3154,290.0,367.0,Like
707,3455,232.0,229.0,Like
709,3088,442.0,233.0,Gas
709,3088,442.0,273.0,Like
709,3096,273.0,410.0,Like
711,3105,448.0,229.0,Like
711,3105,448.0,367.0,Like
711,3105,448.0,328.0,Like
711,3115,367.0,362.0,Like
711,3116,362.0,410.0,Like
711,3116,362.0,367.0,Like
711,3116,362.0,101.0,Like
711,3116,362.0,328.0,Like
711,3116,362.0,199.0,Hitler Approves
711,3116,362.0,273.0,Like
720,3139,232.0,1030.0,Like
721,3148,232.0,273.0,Like
722,3149,362.0,410.0,Like
722,3149,362.0,1.0,Like
722,3149,362.0,328.0,Like
722,3150,410.0,1.0,Like
722,3150,410.0,328.0,Like
722,3155,410.0,328.0,Like
722,3306,477.0,328.0,Like
722,3313,101.0,328.0,Like
722,3313,101.0,477.0,Like
722,3313,101.0,335.0,Like
723,3157,455.0,101.0,Gas
723,3157,455.0,232.0,Gas
723,3157,455.0,457.0,Shlomo
723,3157,455.0,290.0,Gas
723,3157,455.0,367.0,Gas
723,3159,328.0,101.0,Like
723,3159,328.0,367.0,Like
723,3161,1.0,328.0,Like
723,3161,1.0,101.0,Like
723,3161,1.0,367.0,Like
723,3163,367.0,328.0,Like
723,3163,367.0,101.0,Like
723,3165,290.0,328.0,Like
723,3165,290.0,101.0,Like
723,3165,290.0,367.0,Mason +1
724,3162,456.0,233.0,Gas
724,3162,456.0,29.0,Gas
724,3177,456.0,410.0,Like
724,3178,29.0,705.0,Gas
724,3182,456.0,233.0,Gas
724,3182,456.0,1.0,Rockwell Salute
724,3182,456.0,29.0,Gas
724,3183,29.0,705.0,Gas
724,3183,29.0,299.0,Mason +1
724,3183,29.0,1.0,Like
726,3166,457.0,244.0,Gas
726,3166,457.0,233.0,Gas
726,3166,457.0,232.0,Gas
726,3167,1.0,168.0,Like
727,3170,458.0,922.0,Gas
727,3170,458.0,121.0,Gas
727,3170,458.0,101.0,Gas
727,3170,458.0,367.0,Gas
727,3170,458.0,168.0,Gas
727,3170,458.0,244.0,Gas
727,3186,233.0,367.0,Like
727,3186,233.0,168.0,Like
727,3194,367.0,121.0,Like
727,3194,367.0,168.0,Like
728,3171,458.0,233.0,Gas
729,3172,459.0,99.0,Gas
729,3172,459.0,229.0,Gas
729,3172,459.0,101.0,Gas
729,3172,459.0,168.0,Gas
729,3172,459.0,367.0,Gas
729,3172,459.0,244.0,Gas
729,3180,168.0,367.0,Like
729,3185,233.0,367.0,Like
729,3195,367.0,328.0,Like
729,3195,367.0,101.0,Like
729,3195,367.0,168.0,Like
729,3195,367.0,299.0,Like
729,3196,299.0,121.0,Like
729,3196,299.0,229.0,Like
729,3196,299.0,101.0,Like
729,3196,299.0,233.0,Like
729,3196,299.0,168.0,Like
730,3187,450.0,121.0,Gas
730,3187,450.0,229.0,Gas
730,3187,450.0,233.0,Gas
730,3187,450.0,367.0,Shlomo
730,3187,450.0,29.0,Gas
730,3188,40.0,328.0,Like
730,3188,40.0,168.0,Like
730,3188,40.0,367.0,Like
730,3188,40.0,362.0,Like
730,3189,29.0,299.0,Like
730,3189,29.0,367.0,Like
730,3193,367.0,101.0,Like
730,3193,367.0,168.0,Like
730,3197,299.0,328.0,Like
730,3197,299.0,168.0,Like
730,3201,328.0,410.0,Like
730,3201,328.0,168.0,Like
730,3201,328.0,367.0,Like
730,3221,328.0,367.0,Like
731,3190,460.0,233.0,Gas
731,3191,410.0,367.0,Like
732,3205,463.0,467.0,Like
732,3205,463.0,232.0,Like
732,3205,463.0,328.0,Like
732,3205,463.0,290.0,Like
732,3205,463.0,367.0,Like
732,3205,463.0,244.0,Like
732,3210,362.0,367.0,Like
732,3212,362.0,367.0,Like
732,3216,463.0,367.0,Like
732,3216,463.0,410.0,Like
732,3218,410.0,463.0,Mason +1
733,3208,362.0,1.0,Like
733,3208,362.0,367.0,Like
733,3208,362.0,410.0,Like
735,3231,362.0,229.0,Like
735,3231,362.0,367.0,Like
735,3231,362.0,101.0,Like
735,3233,367.0,178.0,Like
735,3233,367.0,101.0,Like
735,3233,367.0,229.0,Like
735,3233,367.0,328.0,Like
736,3232,101.0,328.0,Like
736,3232,101.0,367.0,Like
736,3232,101.0,244.0,Like
736,3232,101.0,335.0,Like
736,3240,463.0,121.0,Like
739,3237,367.0,1030.0,Like
739,3237,367.0,101.0,Like
739,3237,367.0,178.0,Like
739,3237,367.0,168.0,Like
739,3237,367.0,1.0,Like
739,3237,367.0,299.0,Like
739,3237,367.0,328.0,Like
739,3245,229.0,1030.0,Like
739,3245,229.0,101.0,Like
739,3245,229.0,1.0,Like
739,3245,229.0,138.0,Like
739,3245,229.0,328.0,Like
739,3245,229.0,410.0,Like
739,3245,229.0,367.0,Like
739,3255,328.0,1030.0,Like
739,3255,328.0,101.0,Like
739,3255,328.0,1.0,Like
739,3255,328.0,168.0,Like
739,3255,328.0,229.0,Like
739,3255,328.0,410.0,Like
739,3255,328.0,367.0,Like
739,3260,367.0,101.0,Like
739,3260,367.0,168.0,Like
739,3260,367.0,229.0,Like
739,3260,367.0,410.0,Like
739,3261,328.0,101.0,Like
739,3261,328.0,273.0,Like
739,3261,328.0,410.0,Like
739,3261,328.0,367.0,Like
739,3263,299.0,101.0,Like
739,3263,299.0,178.0,Like
739,3263,299.0,168.0,Hitler Approves
739,3263,299.0,229.0,Hitler Approves
739,3263,299.0,367.0,Mason +1
739,3265,273.0,101.0,Like
739,3265,273.0,367.0,Like
739,3267,328.0,101.0,Like
739,3267,328.0,367.0,Like
739,3268,367.0,101.0,Like
739,3268,367.0,328.0,Like
739,3403,178.0,101.0,Like
739,3403,178.0,229.0,Like
739,3403,178.0,299.0,Like
739,3405,138.0,101.0,Like
739,3405,138.0,229.0,Like
739,3405,138.0,42.0,Like
739,3405,138.0,410.0,Like
741,3242,467.0,463.0,Like
744,3253,42.0,286.0,Like
744,3253,42.0,138.0,Like
744,3253,42.0,299.0,Like
745,3254,42.0,147.0,Like
745,3254,42.0,424.0,Like
745,3254,42.0,410.0,Like
745,3254,42.0,367.0,Like
745,3254,42.0,244.0,Like
745,3254,42.0,273.0,Like
746,3270,367.0,763.0,Like
746,3270,367.0,778.0,Like
746,3270,367.0,147.0,Like
746,3270,367.0,424.0,Like
746,3270,367.0,178.0,Like
746,3270,367.0,126.0,Like
746,3270,367.0,101.0,Like
746,3270,367.0,362.0,Like
746,3270,367.0,1.0,Like
746,3270,367.0,406.0,Like
746,3279,362.0,126.0,Like
746,3279,362.0,367.0,Like
746,3285,193.0,367.0,Like
746,4114,147.0,367.0,Like
748,3281,101.0,236.0,Like
748,3281,101.0,367.0,Like
748,3282,367.0,101.0,Like
765,3304,475.0,42.0,Like
765,3400,178.0,410.0,Like
765,3777,101.0,229.0,Mason +1
765,3777,101.0,299.0,Mason +1
765,3782,362.0,299.0,Like
766,3305,477.0,199.0,Sneaky Nazi
766,3308,273.0,328.0,Like
766,3308,273.0,335.0,Like
766,3316,335.0,178.0,Like
766,3316,335.0,233.0,Like
766,3316,335.0,101.0,Like
766,3316,335.0,367.0,Like
766,3341,362.0,328.0,Like
766,3341,362.0,299.0,Like
766,3355,1.0,328.0,Like
766,3364,299.0,437.0,Like
766,3364,299.0,101.0,Like
766,3372,477.0,178.0,Gas
766,3417,178.0,410.0,Like
766,3436,477.0,328.0,Gas
768,3314,480.0,99.0,Gas
768,3314,480.0,168.0,Shlomo
768,3314,480.0,198.0,Gas
770,3336,484.0,26.0,Gas
770,3336,484.0,367.0,Like
770,3336,484.0,299.0,Sneaky Nazi
770,3336,484.0,178.0,Gas
770,3336,484.0,29.0,Gas
770,3338,199.0,299.0,Like
770,3338,199.0,328.0,Like
770,3338,199.0,178.0,Like
770,3338,199.0,168.0,Like
770,3340,29.0,178.0,Like
770,3399,178.0,168.0,Like
770,3423,484.0,178.0,Like
770,3423,484.0,1.0,Like
770,3423,484.0,367.0,Like
770,3423,484.0,410.0,Like
770,3427,484.0,290.0,Like
770,3427,484.0,168.0,Like
770,3427,484.0,299.0,Like
770,3427,484.0,199.0,Hitler Approves
770,3488,178.0,199.0,Like
770,3569,290.0,178.0,Like
770,3569,290.0,199.0,Like
770,3569,290.0,299.0,Like
773,3346,232.0,229.0,Like
773,3346,232.0,485.0,Like
777,3351,489.0,178.0,Gas
777,3402,101.0,178.0,Like
777,3409,299.0,328.0,Like
778,3356,101.0,99.0,Like
778,3356,101.0,299.0,Like
778,3356,101.0,229.0,Like
790,3392,497.0,121.0,Anti-Fascist
790,3392,497.0,199.0,Anti-Fascist
790,3392,497.0,168.0,Sneaky Nazi
790,3392,497.0,367.0,Gas
790,3392,497.0,299.0,Sneaky Nazi
790,3420,178.0,410.0,Like
790,3420,178.0,168.0,Like
790,3420,178.0,101.0,Like
790,3422,299.0,168.0,Like
790,3422,299.0,101.0,Like
790,3438,367.0,101.0,Like
790,3439,168.0,410.0,Like
790,3439,168.0,199.0,Rockwell Salute
790,3439,168.0,101.0,Like
790,3439,168.0,367.0,Like
793,3418,178.0,299.0,Like
793,3418,178.0,344.0,Like
793,3418,178.0,362.0,Like
793,3418,178.0,101.0,Like
793,3418,178.0,1.0,Rockwell Salute
793,3418,178.0,410.0,Like
793,3453,1.0,199.0,Like
793,3453,1.0,168.0,Like
793,3453,1.0,178.0,Like
793,3453,1.0,505.0,Like
793,3453,1.0,410.0,Like
793,3453,1.0,101.0,Like
793,3453,1.0,512.0,Like
793,3491,178.0,410.0,Like
793,3498,1.0,410.0,Like
793,3503,178.0,410.0,Like
794,3404,344.0,299.0,Like
794,3404,344.0,410.0,Like
794,3404,344.0,290.0,Like
794,3404,344.0,178.0,Like
794,3404,344.0,1.0,Like
796,3428,481.0,625.0,Like
796,3428,481.0,221.0,Like
796,3428,481.0,367.0,Like
796,3428,481.0,391.0,Like
796,3428,481.0,178.0,Like
796,3428,481.0,1.0,Like
796,3446,1.0,367.0,Like
796,3487,481.0,367.0,Like
796,3487,481.0,1.0,Like
796,3490,178.0,367.0,Like
796,3492,481.0,367.0,Like
796,3501,178.0,367.0,Like
796,3531,101.0,178.0,Like
796,3531,101.0,367.0,Like
797,3429,286.0,244.0,Like
797,3429,286.0,101.0,Like
797,3429,286.0,424.0,Like
797,3429,286.0,344.0,Like
797,3429,286.0,364.0,Like
797,3429,286.0,328.0,Like
797,3429,286.0,299.0,Like
797,3431,299.0,286.0,Like
797,3432,328.0,286.0,Like
798,3433,328.0,456.0,Like
798,3433,328.0,178.0,Like
798,3433,328.0,1.0,Like
798,3433,328.0,367.0,Like
798,3433,328.0,101.0,Like
798,3433,328.0,229.0,Like
798,3433,328.0,42.0,Like
798,3434,42.0,244.0,Like
798,3434,42.0,367.0,Like
798,3434,42.0,328.0,Like
798,3489,178.0,328.0,Like
799,3442,512.0,244.0,Like
805,3482,42.0,1.0,Like
805,3482,42.0,229.0,Like
808,3510,410.0,101.0,Like
808,3510,410.0,328.0,Like
808,3512,328.0,410.0,Like
808,3513,199.0,101.0,Like
808,3513,199.0,410.0,Like
808,3514,362.0,101.0,Like
808,3514,362.0,410.0,Like
808,3514,362.0,199.0,Like
808,3517,362.0,101.0,Like
808,3517,362.0,410.0,Like
813,3523,290.0,1021.0,Mason +1
813,3523,290.0,126.0,Like
813,3523,290.0,99.0,Mason +1
813,3523,290.0,335.0,Like
813,3523,290.0,344.0,Like
813,3523,290.0,275.0,Like
813,3523,290.0,244.0,Like
813,3523,290.0,229.0,Like
813,3523,290.0,101.0,Like
813,3523,290.0,232.0,Like
813,3524,101.0,290.0,Rockwell Salute
813,3524,101.0,232.0,Like
813,3526,229.0,233.0,Mason +1
813,3526,229.0,232.0,Like
813,3528,410.0,937.0,Like
813,3528,410.0,250.0,Like
813,3528,410.0,335.0,Gas
813,3528,410.0,40.0,Like
813,3528,410.0,367.0,Like
813,3533,273.0,367.0,Like
813,3534,367.0,250.0,Like
813,3536,410.0,250.0,Like
813,3536,410.0,367.0,Like
813,3539,410.0,250.0,Like
813,3539,410.0,367.0,Like
813,3543,410.0,367.0,Like
813,3543,410.0,273.0,Like
813,3544,299.0,101.0,Like
813,3545,410.0,625.0,Like
813,3545,410.0,1.0,Like
813,3545,410.0,367.0,Like
813,3547,410.0,367.0,Like
813,3551,335.0,299.0,Mason +1
813,3553,290.0,101.0,Like
813,3553,290.0,299.0,Like
813,3553,290.0,410.0,Like
813,3570,290.0,625.0,Like
813,3570,290.0,299.0,Like
813,3570,290.0,232.0,Like
813,3573,299.0,229.0,Like
813,3573,299.0,232.0,Like
813,3574,232.0,25.0,Like
813,3574,232.0,229.0,Like
813,3574,232.0,299.0,Like
813,3574,232.0,290.0,Rockwell Salute
813,3578,229.0,410.0,Like
813,3590,25.0,99.0,Like
813,3590,25.0,410.0,Like
813,3591,233.0,290.0,Mason +1
813,3591,233.0,101.0,Like
813,3591,233.0,299.0,Rockwell Salute
815,3564,138.0,951.0,Like
815,3564,138.0,232.0,Like
815,3564,138.0,275.0,Like
815,3564,138.0,101.0,Like
815,3564,138.0,299.0,Like
815,3564,138.0,410.0,Like
815,3577,299.0,138.0,Like
815,3583,362.0,138.0,Like
815,3583,362.0,410.0,Like
815,3583,362.0,299.0,Like
815,3583,362.0,101.0,Like
815,3583,362.0,232.0,Like
815,3709,138.0,362.0,Like
816,3565,168.0,178.0,Like
816,3565,168.0,410.0,Like
816,3568,410.0,178.0,Like
816,3568,410.0,424.0,Like
816,3568,410.0,168.0,Like
816,3575,232.0,168.0,Like
817,3566,530.0,178.0,Like
819,3580,290.0,126.0,Like
819,3580,290.0,423.0,Like
819,3580,290.0,410.0,Like
819,3580,290.0,299.0,Like
819,3580,290.0,101.0,Like
819,3580,290.0,229.0,Like
819,3580,290.0,232.0,Like
819,3581,232.0,101.0,Like
819,3581,232.0,229.0,Like
819,3581,232.0,290.0,Like
819,3582,229.0,101.0,Like
819,3582,229.0,290.0,Like
819,3584,101.0,229.0,Like
819,3584,101.0,290.0,Like
819,3584,101.0,299.0,Like
819,3584,101.0,232.0,Like
819,3586,299.0,290.0,Like
819,3586,299.0,101.0,Like
819,3587,25.0,232.0,Like
819,3587,25.0,290.0,Like
819,3587,25.0,101.0,Like
819,3587,25.0,299.0,Like
819,3592,290.0,25.0,Like
819,3592,290.0,229.0,Like
820,3585,99.0,229.0,Like
820,3585,99.0,299.0,Like
820,3585,99.0,536.0,Like
821,3588,233.0,410.0,Like
821,3588,233.0,229.0,Like
821,3588,233.0,290.0,Rockwell Salute
821,3588,233.0,232.0,Like
821,3588,233.0,400.0,Hitler Approves
821,3588,233.0,25.0,Like
821,3588,233.0,299.0,Like
821,3589,400.0,233.0,Like
821,3597,290.0,367.0,Like
821,3597,290.0,410.0,Like
821,3597,290.0,101.0,Like
821,3597,290.0,229.0,Like
821,3598,232.0,229.0,Like
821,3599,299.0,410.0,Like
821,3599,299.0,232.0,Like
821,3599,299.0,229.0,Like
821,3600,229.0,43.0,Like
821,3600,229.0,299.0,Like
821,3600,229.0,410.0,Like
821,3600,229.0,232.0,Like
821,3602,233.0,229.0,Like
821,3602,233.0,410.0,Gas
822,3594,310.0,168.0,Like
822,3594,310.0,232.0,Like
822,3594,310.0,290.0,Mason +1
822,3596,290.0,310.0,Rockwell Salute
824,3604,232.0,101.0,Like
824,3604,232.0,42.0,Like
824,3604,232.0,168.0,Like
824,3605,290.0,335.0,Like
824,3605,290.0,299.0,Like
824,3605,290.0,42.0,Like
824,3605,290.0,168.0,Like
824,3605,290.0,101.0,Like
824,3605,290.0,232.0,Like
824,3607,40.0,168.0,Like
824,3607,40.0,42.0,Like
824,3611,101.0,168.0,Like
824,3611,101.0,290.0,Like
824,3611,101.0,232.0,Like
824,3611,101.0,299.0,Like
824,3615,290.0,1030.0,Like
824,3615,290.0,138.0,Like
824,3615,290.0,126.0,Like
824,3615,290.0,410.0,Like
824,3615,290.0,199.0,Like
824,3615,290.0,101.0,Like
824,3615,290.0,168.0,Like
824,3617,290.0,410.0,Like
824,3617,290.0,232.0,Like
824,3618,232.0,168.0,Like
824,3618,232.0,290.0,Like
824,3619,367.0,410.0,Like
824,3619,367.0,101.0,Like
824,3619,367.0,168.0,Like
824,3619,367.0,299.0,Like
824,3619,367.0,232.0,Like
824,3622,233.0,981.0,Like
824,3622,233.0,335.0,Like
824,3622,233.0,232.0,Like
824,3623,26.0,168.0,Like
824,3623,26.0,410.0,Like
824,3623,26.0,290.0,Like
824,3624,290.0,168.0,Like
824,3624,290.0,26.0,Like
824,3625,26.0,168.0,Like
824,3625,26.0,290.0,Like
824,3630,362.0,126.0,Like
824,3631,132.0,168.0,Like
824,3631,132.0,299.0,Mason +1
824,3631,132.0,410.0,Like
824,3901,29.0,1030.0,Like
826,3628,232.0,229.0,Like
826,3628,232.0,410.0,Like
827,3632,547.0,99.0,Shlomo
827,3632,547.0,367.0,Shlomo
827,3637,101.0,367.0,Like
827,3638,299.0,101.0,Like
827,3640,410.0,101.0,Like
827,3640,410.0,367.0,Like
827,3640,410.0,299.0,Like
827,3641,299.0,843.0,Rockwell Salute
827,3641,299.0,101.0,Like
827,3641,299.0,168.0,Like
827,3641,299.0,232.0,Like
827,3642,410.0,101.0,Like
827,3642,410.0,299.0,Like
828,3633,286.0,1030.0,Like
828,3633,286.0,1.0,Like
828,3633,286.0,1021.0,Mason +1
828,3633,286.0,232.0,Like
828,3633,286.0,299.0,Like
828,3633,286.0,401.0,Like
828,3633,286.0,244.0,Like
829,3645,548.0,273.0,Like
830,3646,290.0,236.0,Like
830,3646,290.0,299.0,Like
830,3646,290.0,229.0,Like
830,3646,290.0,101.0,Like
830,3646,290.0,371.0,Like
830,3646,290.0,344.0,Like
830,3646,290.0,410.0,Like
830,3646,290.0,275.0,Like
830,3646,290.0,232.0,Like
830,3647,232.0,236.0,Like
830,3647,232.0,299.0,Like
830,3647,232.0,229.0,Like
830,3647,232.0,101.0,Like
830,3647,232.0,344.0,Like
830,3647,232.0,290.0,Like
830,3647,232.0,410.0,Like
830,3647,232.0,275.0,Like
831,3648,290.0,862.0,Rockwell Salute
831,3648,290.0,805.0,Like
831,3648,290.0,424.0,Like
831,3648,290.0,138.0,Like
831,3648,290.0,236.0,Like
831,3648,290.0,367.0,Like
831,3648,290.0,410.0,Like
831,3648,290.0,178.0,Like
831,3648,290.0,299.0,Like
831,3648,290.0,344.0,Like
831,3648,290.0,168.0,Like
831,3648,290.0,229.0,Like
831,3648,290.0,232.0,Like
831,3649,232.0,367.0,Like
831,3649,232.0,290.0,Like
831,3651,232.0,862.0,Like
831,3651,232.0,805.0,Like
831,3651,232.0,406.0,Like
831,3651,232.0,530.0,Like
831,3651,232.0,236.0,Like
831,3651,232.0,367.0,Like
831,3651,232.0,410.0,Like
831,3651,232.0,178.0,Like
831,3651,232.0,168.0,Like
831,3651,232.0,229.0,Like
831,3651,232.0,290.0,Like
831,3653,132.0,805.0,Like
831,3653,132.0,530.0,Like
831,3653,132.0,168.0,Like
831,3653,132.0,367.0,Like
831,3653,132.0,199.0,Like
831,3653,132.0,232.0,Like
831,3653,132.0,290.0,Like
831,3657,299.0,168.0,Like
831,3657,299.0,367.0,Like
831,3657,299.0,290.0,Like
831,3658,229.0,178.0,Like
831,3658,229.0,168.0,Like
831,3658,229.0,367.0,Like
831,3658,229.0,290.0,Like
831,3660,299.0,168.0,Like
831,3660,299.0,367.0,Like
831,3660,299.0,232.0,Like
831,3662,290.0,168.0,Like
831,3662,290.0,367.0,Like
831,3662,290.0,229.0,Like
831,3668,232.0,367.0,Like
831,3668,232.0,229.0,Like
831,3679,229.0,168.0,Like
831,3679,229.0,367.0,Like
831,3681,232.0,1018.0,Like
831,3681,232.0,168.0,Like
831,3681,232.0,229.0,Like
831,3683,229.0,178.0,Like
831,3683,229.0,168.0,Like
831,3692,367.0,1030.0,Like
831,3692,367.0,178.0,Like
831,3692,367.0,229.0,Like
831,3692,367.0,290.0,Like
831,3692,367.0,232.0,Like
831,3693,232.0,367.0,Like
831,3694,290.0,1030.0,Like
831,3703,178.0,410.0,Like
831,3703,178.0,424.0,Like
831,3703,178.0,132.0,Like
831,3706,132.0,178.0,Like
831,3710,138.0,367.0,Like
831,3710,138.0,410.0,Like
831,3710,138.0,290.0,Like
831,3710,138.0,101.0,Like
832,3650,229.0,399.0,Mason +1
832,3650,229.0,275.0,Like
832,3650,229.0,410.0,Like
832,3650,229.0,299.0,Like
832,3650,229.0,344.0,Like
832,3650,229.0,233.0,Mason +1
832,3650,229.0,423.0,Like
832,3650,229.0,232.0,Like
832,3650,229.0,290.0,Like
832,3652,423.0,199.0,Like
832,3652,423.0,232.0,Like
832,3652,423.0,229.0,Like
832,3655,229.0,232.0,Like
832,3655,229.0,410.0,Like
832,3655,229.0,168.0,Like
832,3656,233.0,937.0,Like
832,3656,233.0,229.0,Like
832,3663,410.0,229.0,Like
832,3664,229.0,410.0,Like
834,3661,555.0,367.0,Shlomo
834,3665,101.0,367.0,Like
840,3691,561.0,915.0,Gas
840,3707,132.0,299.0,Like
841,3704,178.0,328.0,Like
841,3704,178.0,410.0,Like
841,3715,410.0,178.0,Like
841,3725,299.0,252.0,Like
841,3725,299.0,328.0,Like
841,3745,178.0,299.0,Like
841,3745,178.0,410.0,Like
842,3696,232.0,596.0,Like
842,3696,232.0,299.0,Like
842,3696,232.0,424.0,Like
842,3696,232.0,290.0,Like
842,3696,232.0,275.0,Like
842,3696,232.0,229.0,Like
843,3697,290.0,424.0,Like
843,3697,290.0,299.0,Like
843,3697,290.0,367.0,Like
843,3697,290.0,410.0,Like
843,3697,290.0,229.0,Like
843,3697,290.0,232.0,Like
843,3699,232.0,290.0,Like
